cust_id,revenue,days_elapsed,transactions,last_visit,email_offer,redeemed
5EDV3R5G,108.8,56,10,2022-04-04,0,0
5LS3BD10,129.9,32,15,2022-04-28,0,0
GGINE54H,119.8,50,13,2022-04-10,1,0
IOGHS060,118.5,40,16,2022-04-20,1,0
AHHOVK76,70.9,41,9,2022-04-19,0,0
EIN4ZKCO,114.9,47,11,2022-04-13,0,0
5OM0MJ57,129.1,1,11,2022-05-29,0,0
Q72P5L93,103,36,12,2022-04-24,1,0
A6S5635K,104.2,31,10,2022-04-29,1,1
NFLJ6F02,94.8,23,12,2022-05-07,0,0
GW19R1NM,101.5,11,9,2022-05-19,0,0
UX9551D9,130.2,56,12,2022-04-04,0,0
JO5YJVVA,93.1,52,11,2022-04-08,0,0
II69A1FB,158.2,23,15,2022-05-07,1,0
CD49WCWW,71.4,46,10,2022-04-14,1,0
6M4I2N5R,100.2,50,11,2022-04-10,0,0
BQ0FWGUD,134.3,23,13,2022-05-07,1,0
1XME8L1R,138.9,10,10,2022-05-20,1,1
9X4PZY72,46.7,32,6,2022-04-28,0,0
0AHGU286,107,49,11,2022-04-11,0,0
P54WW9M2,121.9,8,12,2022-05-22,1,0
PKVK36Y6,56.9,35,8,2022-04-25,0,0
7VB2RIMY,56.9,38,9,2022-04-22,0,0
C6B7I4FS,109.4,43,8,2022-04-17,0,0
3QMH3QJF,111.9,55,12,2022-04-05,0,0
VOJS5ZPN,136.4,57,10,2022-04-03,0,0
DHY20VVJ,128.7,3,14,2022-05-27,0,0
SMXFJXBQ,120.9,42,10,2022-04-18,0,0
DJPJHNLB,90.1,12,9,2022-05-18,0,0
49L3U9IC,105.1,41,11,2022-04-19,0,0
O4MXWU3X,58.1,44,7,2022-04-16,0,0
L4P3WYOX,84,1,9,2022-05-29,0,0
IHBG1GMF,149.8,36,16,2022-04-24,0,0
OYBMLN9B,119.5,44,12,2022-04-16,0,0
NQ3HNWDQ,83.9,17,10,2022-05-13,0,0
6BFJWH4I,71.9,57,5,2022-04-03,0,0
OHJLPBRB,107.4,51,11,2022-04-09,1,0
NWSTCTKO,163.5,33,15,2022-04-27,0,0
IOI6NO47,125.8,45,13,2022-04-15,0,0
2FPM6GMF,132.9,28,10,2022-05-02,0,0
ANLHZ3AC,173.3,24,16,2022-05-06,0,0
PWDTCZXA,89.2,34,11,2022-04-26,0,0
T3LAI5UH,132.3,26,15,2022-05-04,0,0
1N4P7EIJ,61.5,9,9,2022-05-21,0,0
3GICFHCU,113.3,13,13,2022-05-17,1,0
KBF851HE,87.2,42,8,2022-04-18,1,0
K9IDJ9U7,89.5,52,10,2022-04-08,1,0
46VOMVOW,78.1,51,10,2022-04-09,0,0
CR06QAD4,95.5,11,11,2022-05-19,0,0
VATWO5BE,135,34,17,2022-04-26,0,0
ATIHDMLW,109.9,38,8,2022-04-22,0,0
SWK647FG,74.4,44,9,2022-04-16,0,0
IHHLCDKU,132.1,4,13,2022-05-26,0,0
99VDFGC5,156.8,39,16,2022-04-21,0,0
YVQM1SSD,80.7,50,8,2022-04-10,0,0
N69I9ELY,168,14,12,2022-05-16,0,0
VD7T8XUN,75.9,5,9,2022-05-25,0,0
RC11Y0ZS,165.4,36,16,2022-04-24,0,0
HJ461Q57,90.7,28,8,2022-05-02,0,0
YOYJT4S6,181.4,42,15,2022-04-18,1,0
RX6C5G1C,154.6,12,11,2022-05-18,0,0
9SDU4NVE,58.4,38,10,2022-04-22,0,0
8J5KE2ER,125.7,47,15,2022-04-13,1,0
3K2IOKZT,129.4,45,15,2022-04-15,0,0
LQ16BIKB,86.6,50,12,2022-04-10,1,0
OW021BNP,128.4,5,12,2022-05-25,0,0
N3Z7X44U,183.1,15,16,2022-05-15,0,0
VTXBG376,125.3,19,11,2022-05-11,0,0
NLHP0Z16,57.1,48,7,2022-04-12,1,0
LIZ1ZHCI,73.3,24,9,2022-05-06,0,0
9WLTB3I4,131.4,57,12,2022-04-03,0,0
K2BBTZ4T,106.8,34,11,2022-04-26,0,0
HY0UNGU7,106.9,1,12,2022-05-29,0,0
WM3ZX0DV,65.2,44,9,2022-04-16,0,0
Z1SC64KH,86.9,2,8,2022-05-28,0,0
R9JABTS5,109.8,55,10,2022-04-05,0,0
L63S992G,88.7,2,11,2022-05-28,1,0
CNMVKB34,134.8,29,13,2022-05-01,0,0
OIQGAZ5H,61.5,17,8,2022-05-13,0,0
KAWH40M7,78.3,5,9,2022-05-25,0,0
SJXVUQ7P,161.1,6,15,2022-05-24,1,1
6V6MJOKP,109.5,2,10,2022-05-28,0,0
R8ZRJ986,93.3,44,9,2022-04-16,0,0
QBM5JZTD,173.2,18,15,2022-05-12,0,0
VQ1MCCDR,88.2,47,8,2022-04-13,0,0
USKTQAWJ,144.2,44,13,2022-04-16,0,0
DV00WC6A,80.4,26,9,2022-05-04,0,0
H2V9QP1O,143.7,48,13,2022-04-12,1,0
OXV9XYJZ,163.6,31,16,2022-04-29,0,0
F206TWG3,69.3,58,10,2022-04-02,0,0
DXAV7OSZ,206.5,51,20,2022-04-09,1,1
FA0UJN4F,54.7,27,6,2022-05-03,0,0
HUZ6M2EM,68.9,58,8,2022-04-02,0,0
HPLSTDLH,127.9,28,10,2022-05-02,0,0
BU2N6E9T,97.3,48,14,2022-04-12,0,0
WY9BNRB4,118,40,10,2022-04-20,0,0
JBFS53TB,100.1,1,8,2022-05-29,0,0
H01JVNPL,116.6,38,9,2022-04-22,0,0
LMMP6INZ,147,37,13,2022-04-23,0,0
JUUPTX9V,68.1,32,8,2022-04-28,0,0
NBJL2GYK,63.1,14,9,2022-05-16,0,0
WWA50JR7,136,27,11,2022-05-03,1,1
4OKAO2Y1,93.3,16,7,2022-05-14,0,0
HWAO899W,117.5,38,12,2022-04-22,0,0
WLUZ8H73,90.8,57,10,2022-04-03,0,0
DJLEDW83,58.2,40,6,2022-04-20,0,0
B3IHVGKE,114.5,50,10,2022-04-10,0,0
7NRBJX2D,131.9,54,15,2022-04-06,0,0
OK9OGPAH,179.7,35,16,2022-04-25,0,0
3Y3WB7TE,93.8,40,13,2022-04-20,0,0
AEWLWYGS,117.4,47,15,2022-04-13,0,0
ZPTM2FWC,148.5,28,12,2022-05-02,0,0
WD0SJO9A,62.8,50,10,2022-04-10,1,0
QF9XF1G6,108.9,12,12,2022-05-18,0,0
90HM4GDJ,76.7,11,11,2022-05-19,0,0
N7UXCFFQ,89.2,52,12,2022-04-08,0,0
4EBQHRBV,79.9,36,9,2022-04-24,0,0
80ZGHMXG,150,41,14,2022-04-19,0,0
XVOXQV8Z,98.1,19,9,2022-05-11,0,0
8M7YKC5A,126.9,31,14,2022-04-29,0,0
HXH2XVK4,86.7,52,9,2022-04-08,0,0
F1OK0UJZ,56.2,57,6,2022-04-03,1,0
30ARVPOG,118,6,13,2022-05-24,0,0
CT939TMV,92.6,21,12,2022-05-09,0,0
WB5RUYIS,61.6,26,8,2022-05-04,0,0
E7C1WPMM,92.7,55,11,2022-04-05,1,0
OM2YW1Z6,76.9,33,8,2022-04-27,0,0
15CINFR7,101.8,38,10,2022-04-22,0,0
49XYZQSV,111.1,35,11,2022-04-25,0,0
76ANATF1,196.7,12,20,2022-05-18,0,0
Q828Z13R,99.3,55,10,2022-04-05,0,0
5LSYU1HZ,143.6,31,13,2022-04-29,0,0
DWI6OJ5L,138.8,47,11,2022-04-13,0,0
3U0ULVPL,72.9,51,7,2022-04-09,0,0
SGPMNCEH,117.8,2,14,2022-05-28,0,0
1DK5DHDU,103.7,46,10,2022-04-14,0,0
8PNQU6O8,43.1,3,8,2022-05-27,0,0
JH7QMTKD,149.2,15,16,2022-05-15,1,0
C09PTA8O,160.6,30,16,2022-04-30,1,0
52PSJALE,152.3,49,13,2022-04-11,0,0
5VISPJ6B,90.1,18,10,2022-05-12,0,0
7LJHRV9C,74.4,37,8,2022-04-23,1,1
LU4DK26Z,113.7,52,14,2022-04-08,0,0
MVQ2I496,157.9,27,14,2022-05-03,0,0
COCRTJ0H,213.8,40,22,2022-04-20,0,0
GY6PB16O,140,53,14,2022-04-07,0,0
91MD0USR,94.2,10,10,2022-05-20,0,0
RYBCWU5K,107.7,43,14,2022-04-17,0,0
G7BNLJCJ,38.4,12,7,2022-05-18,0,0
5UV4JVYH,105.5,28,13,2022-05-02,0,0
YN9GQ8HN,64.9,45,6,2022-04-15,0,0
5382A40V,86.1,34,9,2022-04-26,0,0
692S153R,79.8,42,9,2022-04-18,0,0
IS6M14LB,162,1,15,2022-05-29,0,0
3588C9LT,114.8,28,13,2022-05-02,0,0
1M6R3DXS,186.8,42,18,2022-04-18,0,0
CYOJ9M4F,89.5,56,8,2022-04-04,0,0
7JCUJ06C,99.1,7,11,2022-05-23,0,0
D9YT451K,139.5,52,12,2022-04-08,0,0
9W25GCRY,115.2,17,12,2022-05-13,0,0
RZFNVPJ7,105.3,30,13,2022-04-30,0,0
668LUCVF,74.6,9,10,2022-05-21,0,0
K7K8JQ9E,70,32,9,2022-04-28,0,0
YJACSPUZ,93.5,12,10,2022-05-18,0,0
5U5ZS8YD,98.5,58,11,2022-04-02,0,0
DG9U0S3P,104.3,57,8,2022-04-03,0,0
7EV6Y082,84.7,53,7,2022-04-07,1,0
OY7JXLNE,96.4,31,6,2022-04-29,0,0
ICUQ5ILB,79.9,51,11,2022-04-09,1,0
MC4K9NQ4,124.9,5,15,2022-05-25,0,0
Y1262SPM,149.6,51,14,2022-04-09,0,0
ZBPN9QFP,59.5,56,7,2022-04-04,0,0
GBHFDH1A,92.9,11,9,2022-05-19,0,0
W34Y0F5X,145.1,39,14,2022-04-21,0,0
1XUF6YZA,67.7,24,10,2022-05-06,0,0
2SG0IT29,112.3,54,11,2022-04-06,0,0
4JT3902B,167.2,12,13,2022-05-18,0,0
Q8UVFPGD,110.3,42,12,2022-04-18,0,0
FMAC60O5,119.6,12,12,2022-05-18,1,0
IJ0MV1ML,82.6,43,7,2022-04-17,1,0
FN3ONVBO,158.3,18,15,2022-05-12,0,0
0B00XILI,111.4,43,13,2022-04-17,0,0
3J6KEOHW,75.6,13,8,2022-05-17,0,0
4X14NEJV,165.2,49,13,2022-04-11,0,0
M2Z0VUVL,51.9,17,9,2022-05-13,1,0
9FW4XQG9,204.8,30,18,2022-04-30,0,0
MA1FFD5L,88.5,52,9,2022-04-08,0,0
SLPSACZ5,100.9,55,10,2022-04-05,1,0
WYFXAQFJ,61,4,6,2022-05-26,0,0
W7YXVDRP,107.1,43,10,2022-04-17,0,0
4S7DSCXZ,122,54,12,2022-04-06,0,0
XC1I4OT5,124.5,26,11,2022-05-04,0,0
B0LQAESI,139.8,37,18,2022-04-23,1,0
IFXQIBQP,156.3,9,16,2022-05-21,1,0
MEOIYCCK,131.1,58,10,2022-04-02,0,0
ZV4435I5,105.5,44,12,2022-04-16,1,0
XI45QERJ,99.4,20,11,2022-05-10,0,0
9K6B8RJK,54.5,42,5,2022-04-18,0,0
KNZL0M98,105,47,10,2022-04-13,0,0
JO9O1I40,82.6,50,7,2022-04-10,0,0
4NK5Z99A,194,26,21,2022-05-04,1,1
I5OFW8L4,76.6,21,11,2022-05-09,0,0
L2P7BL6F,126.8,26,11,2022-05-04,0,0
4LWVQ8E8,67.2,23,7,2022-05-07,1,0
PSYS0O7O,50.3,51,8,2022-04-09,0,0
Q1Z8MYB9,85.7,30,12,2022-04-30,0,0
JRS7LT0F,96.3,25,10,2022-05-05,0,0
C1TBYDSS,87.5,14,9,2022-05-16,1,0
Y415PUXR,101.9,51,11,2022-04-09,0,0
XR5G0F8Y,97.2,28,12,2022-05-02,1,0
B9SN0YJS,73.1,25,11,2022-05-05,0,0
TZRJU76G,150.5,35,15,2022-04-25,0,0
U8ZWNRQ6,93.5,39,10,2022-04-21,0,0
4PD69BG3,76.1,46,9,2022-04-14,0,0
M9J5XNEG,60.4,46,8,2022-04-14,0,0
E2LEE74R,132.5,21,14,2022-05-09,0,0
U3J6E5TU,62,46,8,2022-04-14,0,0
2Z98EDDM,106.8,7,12,2022-05-23,0,0
Z5QQ9Q9D,83.7,12,10,2022-05-18,1,0
6F8ESIKA,162.4,36,16,2022-04-24,1,1
85D6C3KT,140.3,12,13,2022-05-18,0,0
EYXYO8S2,116.4,48,11,2022-04-12,0,0
9IDGO3NF,84,5,10,2022-05-25,0,0
ZFJ7MT8U,65.3,55,8,2022-04-05,0,0
UVO8TBP5,169.4,31,17,2022-04-29,0,0
14JVI33D,54.8,41,6,2022-04-19,0,0
49KPVSPA,130.7,56,13,2022-04-04,1,0
DS3EGLCY,144.6,58,17,2022-04-02,1,0
A6N23H32,82.1,23,12,2022-05-07,0,0
3THX0MD3,147.2,30,12,2022-04-30,0,0
45384BZZ,78.4,56,10,2022-04-04,0,0
7VDSBXJ9,95.5,3,9,2022-05-27,0,0
XLXGN6C5,59.6,19,8,2022-05-11,0,0
2KLSLEL2,122.6,51,14,2022-04-09,0,0
GTW4EXQ2,145.6,15,14,2022-05-15,0,0
KTOJSNKM,145.6,0,15,2022-05-30,0,0
IF640K1A,97.9,4,11,2022-05-26,0,0
PXVP42X0,83.3,49,9,2022-04-11,0,0
4CEBA952,160.6,5,16,2022-05-25,0,0
NEAXMSNX,39.3,15,5,2022-05-15,0,0
628Y8GA4,140.6,11,15,2022-05-19,0,0
8GAL23XZ,147,32,16,2022-04-28,0,0
XOWQANJR,70.3,47,8,2022-04-13,0,0
0USOGOKS,43.8,0,9,2022-05-30,0,0
M2R3AE1Y,85.8,45,7,2022-04-15,0,0
LGH7YFJY,60.9,41,9,2022-04-19,0,0
8QU1X4J3,73.1,4,10,2022-05-26,0,0
W6XL3J8H,77.3,30,9,2022-04-30,0,0
FY9Y7NO9,37.3,26,5,2022-05-04,0,0
LV2NGZBK,81.4,34,11,2022-04-26,1,0
IYH85BKM,94.2,33,8,2022-04-27,0,0
6F2T4294,39.3,13,4,2022-05-17,0,0
Q82V1KEA,177.2,33,18,2022-04-27,0,0
M5ZQBA40,70,47,7,2022-04-13,0,0
LERAP5FW,100.5,25,13,2022-05-05,0,0
VP6HSOJ3,104.8,36,13,2022-04-24,0,0
C3NHLFJK,60.5,20,6,2022-05-10,0,0
8N9DCSJS,71.2,21,7,2022-05-09,0,0
1QJE9N4Y,137.5,11,13,2022-05-19,1,1
B4L5QF0Q,91.9,47,9,2022-04-13,0,0
RIKERSII,77.5,36,7,2022-04-24,0,0
TNMVTCWH,123.2,44,14,2022-04-16,1,0
38J3YKQJ,53.1,9,8,2022-05-21,0,0
3OILKASQ,86.8,21,11,2022-05-09,0,0
ZKTX22BF,124,56,12,2022-04-04,0,0
FBDY8DXY,81.9,42,10,2022-04-18,0,0
5ZA15GCP,140.6,13,12,2022-05-17,0,0
0PL7CT5P,56.4,40,5,2022-04-20,1,0
KOIW4XWJ,108.6,24,13,2022-05-06,0,0
G3XLUVMU,61.8,12,8,2022-05-18,0,0
W2UAXRJU,112.2,50,11,2022-04-10,0,0
NC8AZ72H,94.2,43,9,2022-04-17,0,0
KTOETW13,108.1,31,8,2022-04-29,0,0
RL20VGMV,163.1,21,15,2022-05-09,0,0
8VCQY5NL,119.2,54,12,2022-04-06,0,0
OAR31T0X,89.3,48,11,2022-04-12,1,0
VLGT7NXW,77.5,44,11,2022-04-16,0,0
5EXRQRYI,150.9,25,19,2022-05-05,1,0
23DE5OLA,30.1,2,5,2022-05-28,0,0
B0B757J8,51.3,55,4,2022-04-05,0,0
VBEU9OEK,73,24,7,2022-05-06,0,0
CXQ8HVT2,182,34,16,2022-04-26,0,0
KZHBQC0P,61.7,18,8,2022-05-12,0,0
7SV5SUUA,114.1,40,11,2022-04-20,0,0
U2DJYSM6,139.2,54,12,2022-04-06,0,0
1QCYXHY1,138.1,46,13,2022-04-14,0,0
MIE48B7N,145.5,54,12,2022-04-06,0,0
GSX1NUYH,51.3,53,7,2022-04-07,0,0
4ZEUS0O6,89,49,10,2022-04-11,0,0
WFA6AE8U,120.5,52,12,2022-04-08,0,0
S6GRLHA2,138.5,26,15,2022-05-04,0,0
VJ2N73XY,93.2,50,15,2022-04-10,0,0
UOVFTD28,66.3,22,8,2022-05-08,0,0
KOX6E131,125.5,43,15,2022-04-17,0,0
6BYF6MQY,69.8,57,11,2022-04-03,0,0
BWDQDX30,127.7,29,12,2022-05-01,0,0
B70KUHO6,109.7,28,12,2022-05-02,0,0
9DP7VGYX,120.6,14,13,2022-05-16,0,0
QQR8G86M,25.8,30,5,2022-04-30,0,0
N2GFTI98,64,41,5,2022-04-19,0,0
V5AEK0EA,111.7,8,11,2022-05-22,1,0
J2K068H7,23.5,50,4,2022-04-10,0,0
VG3UNFD0,144.9,53,15,2022-04-07,0,0
VJNAV5S5,140.5,38,12,2022-04-22,0,0
JI1NZZG6,102.7,9,9,2022-05-21,0,0
0WZ2T40G,48.1,24,7,2022-05-06,1,1
L3WX2NNB,118.4,39,11,2022-04-21,1,0
VCMX6VEJ,68.1,14,7,2022-05-16,0,0
1D5HJ6VM,77.7,58,8,2022-04-02,0,0
P0GBXNNL,68.8,38,6,2022-04-22,0,0
C657BOS8,76.8,12,7,2022-05-18,0,0
RAWA3SCS,68.4,38,7,2022-04-22,0,0
6ACOV7TE,131.5,49,11,2022-04-11,0,0
32EGIBEB,172.6,24,14,2022-05-06,0,0
FA69UAO3,101.1,21,11,2022-05-09,0,0
BFOSJASU,129.6,54,16,2022-04-06,0,0
FDUTS3SQ,187.2,55,17,2022-04-05,0,0
9YV0LOQV,163.1,33,14,2022-04-27,0,0
GME22YV3,99.7,3,10,2022-05-27,1,0
2CAQGTT5,93.2,17,9,2022-05-13,0,0
ZBCLU4J1,121.2,11,12,2022-05-19,0,0
9RL13Z79,149.2,56,14,2022-04-04,0,0
FVF12OT8,84.3,46,8,2022-04-14,0,0
H0NVKMVK,68.1,9,9,2022-05-21,0,0
FMVTK2ZM,129.2,48,11,2022-04-12,0,0
5UJAUF6Y,86.5,47,8,2022-04-13,1,1
JYYL4627,136.9,50,15,2022-04-10,0,0
RELP3TTD,131,18,16,2022-05-12,0,0
44O0199G,108.4,39,10,2022-04-21,0,0
W6JGJJ4P,47,10,6,2022-05-20,0,0
XU168BG3,80.3,32,7,2022-04-28,0,0
Q8RXKWRU,72.6,34,8,2022-04-26,0,0
PJXK0RCX,51,53,7,2022-04-07,0,0
TGAJRIWE,94.6,44,10,2022-04-16,0,0
AATGE2GN,146.2,25,19,2022-05-05,0,0
8MG4EW9N,27.1,28,4,2022-05-02,0,0
NT9B4A7P,89.2,28,9,2022-05-02,0,0
HJ9CJFOQ,133.2,47,13,2022-04-13,0,0
QW1X0JBW,55.5,51,7,2022-04-09,1,0
BZVZZTI1,68.6,43,8,2022-04-17,0,0
QIHRP9IG,58.9,4,7,2022-05-26,0,0
RGI8FSU5,142.7,40,14,2022-04-20,0,0
23PQ3P9Z,128.3,30,12,2022-04-30,0,0
J6RL41BI,138.4,47,15,2022-04-13,0,0
137D87Q6,153.5,6,13,2022-05-24,0,0
WRQZQ3M1,161,39,15,2022-04-21,0,0
BSTORYEP,84.7,7,7,2022-05-23,0,0
BW6HKCSB,101.3,1,11,2022-05-29,0,0
OX2FA8KL,146.4,33,15,2022-04-27,0,0
OC6CN6A8,95.5,6,7,2022-05-24,0,0
ZZMMX8PN,141.5,40,12,2022-04-20,0,0
4882AXHA,127.7,43,17,2022-04-17,1,0
SXKYWTCW,105.6,50,13,2022-04-10,0,0
N4N7SWHH,102.3,30,10,2022-04-30,1,0
7UDZYEGI,84.5,11,9,2022-05-19,1,0
NPI3QTCD,74.8,45,9,2022-04-15,0,0
PLAS7TKF,93.1,55,10,2022-04-05,0,0
YYK9DYFL,108.7,57,12,2022-04-03,0,0
SBY8TZXO,137.7,9,14,2022-05-21,0,0
GQYJ3QQS,87.5,40,10,2022-04-20,0,0
KR0XF26M,125.2,48,15,2022-04-12,0,0
AHVW2Z5B,169.3,40,15,2022-04-20,1,0
OOOOFRPH,118.2,3,12,2022-05-27,1,0
IPQ679OA,104,44,11,2022-04-16,0,0
HAO3WKN3,72.3,31,7,2022-04-29,1,0
JC7B4GAB,89.7,1,11,2022-05-29,0,0
CI0X0BP7,170.4,23,12,2022-05-07,0,0
ACAI3N9X,98.1,37,10,2022-04-23,0,0
P51ZEU7I,151.9,39,14,2022-04-21,0,0
AS0X8K62,57.3,10,6,2022-05-20,0,0
XQSZO783,109.2,52,9,2022-04-08,0,0
2BPBT234,111,45,12,2022-04-15,0,0
497NDWJY,122.1,25,12,2022-05-05,0,0
4GLF9BUR,88.7,43,10,2022-04-17,0,0
92S2VXN4,154.6,48,15,2022-04-12,0,0
NJ68OZ7N,79.2,57,8,2022-04-03,0,0
KZJJANYN,87.7,58,9,2022-04-02,0,0
WBWIWLY0,113.5,25,12,2022-05-05,0,0
2UV7KC9J,125.1,21,13,2022-05-09,0,0
63SAYR4K,90.2,44,8,2022-04-16,0,0
0LT0OZI4,84.7,40,13,2022-04-20,0,0
7QW8TEMF,81.1,50,9,2022-04-10,0,0
0KX14KPH,100.1,21,11,2022-05-09,1,1
SNAC5IEC,100.2,37,9,2022-04-23,0,0
WPS2Z0TM,94,34,10,2022-04-26,1,0
2S6B72SD,95.3,21,10,2022-05-09,0,0
ZEBI5F64,98.6,2,12,2022-05-28,0,0
2GQPQ2CY,97.2,9,12,2022-05-21,1,0
O6LANOBB,49.5,45,5,2022-04-15,0,0
NW2P7EKX,30.3,43,6,2022-04-17,0,0
COIBC75N,193.8,46,17,2022-04-14,1,0
JVRGAEJY,131.7,49,13,2022-04-11,1,1
KF500P11,108.8,7,14,2022-05-23,1,0
5ILQ1SQ2,129.2,38,14,2022-04-22,0,0
TSALEBCY,140.7,55,11,2022-04-05,0,0
EICL3NA5,54.9,18,8,2022-05-12,0,0
7KBVOM2A,94.6,8,10,2022-05-22,0,0
IWRJS3M2,121.1,19,12,2022-05-11,0,0
DID9PY7F,107.7,39,10,2022-04-21,0,0
4NDGO1CY,122.9,29,14,2022-05-01,1,0
AVHUVX3M,70.4,21,8,2022-05-09,0,0
SY52KL63,71.8,18,9,2022-05-12,0,0
J1EL0OR1,48.5,47,4,2022-04-13,0,0
IJ9GAK7Q,135.4,9,14,2022-05-21,0,0
RVKQFHSZ,139.3,34,11,2022-04-26,1,1
Q39M4TUB,78.2,46,12,2022-04-14,0,0
CMMNAB7B,56.5,48,6,2022-04-12,0,0
OEM1LQRF,137.9,51,11,2022-04-09,0,0
Z9AA4BHL,98.6,52,12,2022-04-08,0,0
J4C9BVB7,120.6,43,15,2022-04-17,0,0
2IVV8XH1,63.2,56,8,2022-04-04,0,0
QN5GV1AS,64,34,6,2022-04-26,1,0
4NX00P88,107.2,50,13,2022-04-10,0,0
9JTCY6KK,93.8,23,13,2022-05-07,0,0
2PBJ4ZUE,49.4,45,5,2022-04-15,1,0
WIXAB9JR,110.8,10,14,2022-05-20,0,0
LM085V3S,68.4,28,8,2022-05-02,0,0
MC2TFMO3,105.7,47,11,2022-04-13,0,0
1PX947DB,100.2,30,14,2022-04-30,0,0
BCFAPOQO,117.9,16,10,2022-05-14,1,0
JT4E7XA9,116.7,14,8,2022-05-16,0,0
GM3D2V79,52.1,28,9,2022-05-02,0,0
FUPME1M5,195,39,16,2022-04-21,0,0
6HWYDN87,133.4,55,13,2022-04-05,0,0
2W7IZ74X,98.4,27,10,2022-05-03,0,0
YWGGZDSV,186.2,44,17,2022-04-16,0,0
PJGO8QL3,159,20,13,2022-05-10,0,0
YCV6ZFZ3,77.3,57,8,2022-04-03,0,0
PQT3WTH6,53,36,6,2022-04-24,0,0
XQEZWXYR,103.8,48,11,2022-04-12,0,0
2I05VUCF,121.7,22,15,2022-05-08,0,0
MV59JQ73,108.6,29,13,2022-05-01,0,0
TNSUMV2N,52.9,41,6,2022-04-19,0,0
5WYQFAX9,85.7,35,9,2022-04-25,0,0
5H1YIEHV,103.9,52,12,2022-04-08,0,0
US4MO9P1,100.9,5,12,2022-05-25,0,0
3XPZV8QQ,73,54,8,2022-04-06,0,0
OCMQP5TF,32.7,40,4,2022-04-20,0,0
M0APM0GA,69.6,7,10,2022-05-23,1,1
6RMM56A7,181.6,5,17,2022-05-25,0,0
FZJ4B94M,77.9,47,13,2022-04-13,1,0
LIWPEDOZ,105.2,45,12,2022-04-15,0,0
RZ001JT5,90.4,14,10,2022-05-16,1,1
YJ7OKFBJ,107.5,28,8,2022-05-02,0,0
5BXZNK8N,71.1,28,7,2022-05-02,0,0
PKH4BA0C,46.6,50,6,2022-04-10,1,1
DI2T6K1G,171.8,23,20,2022-05-07,0,0
M4ULCB0L,73.9,50,10,2022-04-10,0,0
17UQS9XC,97.2,53,12,2022-04-07,1,0
SFHK0YHA,75.1,57,8,2022-04-03,0,0
PDM78A98,79.9,3,7,2022-05-27,0,0
MRL9UQFX,80.2,32,7,2022-04-28,0,0
FUMWLRR8,136,6,14,2022-05-24,1,0
51T7SU5J,101.1,16,10,2022-05-14,1,1
92GFE63M,61.5,46,10,2022-04-14,0,0
4C3X713Y,137.1,50,13,2022-04-10,0,0
EEFCJ969,150.6,53,16,2022-04-07,0,0
32QY3R07,56.7,41,5,2022-04-19,0,0
LQF8CFNW,72.8,56,8,2022-04-04,0,0
ZEKT59R5,193,14,18,2022-05-16,0,0
DUAMHFIL,192.3,38,14,2022-04-22,0,0
88LAETAY,176.2,15,12,2022-05-15,0,0
OM87AO56,92.9,35,12,2022-04-25,0,0
MHNG3L3Q,189,42,16,2022-04-18,0,0
4HVU4TA4,87.5,34,10,2022-04-26,0,0
ISPUWSOW,104.8,22,10,2022-05-08,0,0
K1EFLU5F,73.5,50,10,2022-04-10,0,0
7QSTU1HE,88.7,56,9,2022-04-04,0,0
P1GRBLP3,154.2,51,16,2022-04-09,0,0
B279FQYS,151.8,24,15,2022-05-06,1,0
2A7EN8G4,123.6,7,11,2022-05-23,1,0
M5HKDIZ4,55.3,49,6,2022-04-11,1,0
X5D5ALLQ,87.4,51,9,2022-04-09,1,0
N6U1B532,124.3,57,12,2022-04-03,0,0
QE06D3L0,129.5,42,15,2022-04-18,0,0
E51BV15C,75,45,6,2022-04-15,0,0
8ORDSE1P,116.7,13,12,2022-05-17,0,0
95BSE2NV,122.6,8,12,2022-05-22,0,0
26I1RG2X,107.8,0,11,2022-05-30,1,0
CXS7YJNB,103.6,43,10,2022-04-17,0,0
8RFCS22E,134.9,4,13,2022-05-26,0,0
KCI3JJ45,68.1,10,6,2022-05-20,0,0
T22BFGMH,120.3,3,11,2022-05-27,0,0
R3CWZR5S,106.9,36,13,2022-04-24,0,0
LW614VT7,75.9,15,8,2022-05-15,0,0
0Y7K1K9H,124.6,48,11,2022-04-12,0,0
SQO5L8O1,135.3,52,10,2022-04-08,0,0
ZWQYI2KO,94.6,58,9,2022-04-02,1,0
5AULP3IY,119.1,35,10,2022-04-25,0,0
TSHN7BEJ,110.8,1,9,2022-05-29,0,0
K8LW9006,55.1,30,9,2022-04-30,0,0
MOFI19FI,54.4,58,8,2022-04-02,0,0
6Q8CVOVJ,119.5,32,10,2022-04-28,0,0
YNJ60A3V,86.3,35,9,2022-04-25,0,0
QVY4F3H7,93.3,6,9,2022-05-24,0,0
HPBG4U3S,99,1,10,2022-05-29,0,0
P5N0LKF3,108.4,51,10,2022-04-09,0,0
HXB9SVFC,85.2,2,11,2022-05-28,0,0
MFZ5UT1U,79.3,8,6,2022-05-22,0,0
E9N55I31,58.2,44,7,2022-04-16,0,0
00F5MZGI,83.9,22,9,2022-05-08,0,0
LW2PLHVW,124.2,17,12,2022-05-13,0,0
QCWMHT02,60,43,7,2022-04-17,1,0
NPM6FN5H,154.7,34,17,2022-04-26,0,0
10DR1JYL,83.6,6,9,2022-05-24,1,0
P2HARU7S,72.4,13,8,2022-05-17,0,0
