id,unlimited,roaster,wifi,locations,recency,origination,food,tx,per_cap,q1,q2_1,q2_2,q2_3,q2_4,q2_5,q3,q4
9ZZZZAZ9,1,0,0,1,9,61,0,47,9.725744680851063,1,1,3,4,4,3,0,9
99AAZ00Z,0,1,0,1,5,92,0,89,10.322921348314607,1,1,3,3,2,2,0,10
0AA9AAZ9,0,0,0,3,11,68,0,62,4.5925806451612905,1,1,4,3,2,2,0,7
A9A9ZAZ0,0,0,0,4,7,88,0,45,8.175333333333333,1,1,5,2,3,3,1,8
0AA9ZZZZ,0,0,1,1,10,80,0,59,3.4798305084745764,1,1,4,2,3,2,0,10
9AZA0Z09,0,0,0,3,10,123,0,8,5.955,1,4,4,2,3,5,0,7
Z099Z090,0,1,1,2,8,91,0,38,6.418947368421052,1,1,4,3,3,3,0,8
ZZ09Z990,0,0,0,1,6,122,0,99,7.306868686868687,1,1,2,2,1,2,0,8
9AAZZAZA,0,1,0,4,11,126,0,115,5.566608695652174,1,3,5,2,2,3,1,10
0AZ990Z0,0,1,0,3,8,72,0,50,10.7332,1,1,2,2,3,3,0,9
999ZZ9ZA,1,1,0,4,12,92,0,53,14.79188679245283,1,1,3,1,3,5,0,7
A0ZZZAAZ,0,1,0,2,11,83,0,45,6.2011111111111115,1,1,4,5,3,2,0,6
Z0Z00A0A,0,1,0,2,11,117,0,1,13.92,1,1,5,2,2,4,1,8
AA99Z00Z,0,0,0,2,7,84,0,66,6.612727272727272,1,4,4,2,2,3,0,8
099Z0ZZ9,0,1,1,1,8,100,1,38,13.635,1,3,4,2,3,2,0,7
ZZ9Z9Z9Z,0,1,0,1,9,76,0,50,9.1752,1,1,3,3,3,3,0,8
ZZ90ZAA0,1,1,0,1,7,97,0,26,11.77346153846154,1,2,5,1,4,2,0,7
009Z0Z9A,0,1,0,2,8,101,1,48,11.411875,1,4,4,3,1,2,0,6
ZZ90Z9AZ,0,0,0,3,8,74,0,12,4.365833333333334,1,1,4,3,2,3,1,9
ZAAZZZA9,0,1,0,1,13,119,1,52,13.214230769230769,1,2,2,3,4,2,0,7
A90Z0AZ0,1,1,0,1,7,121,0,36,11.926944444444445,1,3,5,2,2,3,0,8
ZZ0ZZZZ9,0,1,0,2,9,69,0,6,7.298333333333333,1,1,5,2,2,2,0,10
99Z09AAA,0,1,1,4,8,73,0,33,9.26818181818182,1,1,4,3,1,4,0,8
00A9Z90Z,0,0,1,2,6,90,0,18,3.5494444444444446,1,4,3,4,1,3,0,8
AZ9Z999Z,0,0,0,1,10,87,0,13,6.185384615384615,1,1,5,1,1,3,0,10
A0900A9Z,0,1,0,1,11,67,0,36,7.4575000000000005,1,1,4,3,3,1,0,8
99AZZZ99,0,1,1,4,10,65,0,9,6.153333333333333,1,4,4,1,1,3,1,9
9A099A9Z,0,0,1,1,4,159,0,35,4.782285714285714,1,3,1,5,3,1,1,7
9AA0099Z,0,0,0,1,2,465,1,72,8.861527777777777,1,5,2,5,5,1,0,6
0A90AAAA,0,0,0,1,4,646,0,171,3.9007602339181284,1,5,1,3,2,3,1,9
A0ZA999Z,0,0,0,1,4,263,0,201,4.6241293532338315,1,4,2,2,3,3,0,8
0A9099A0,0,1,0,2,4,268,1,13,9.296923076923077,1,5,2,3,4,1,1,8
9Z0A0000,0,0,1,2,3,509,0,208,3.3763942307692307,1,3,2,5,3,4,0,7
9AAZAAA9,0,1,0,1,4,579,0,95,5.900526315789473,1,5,2,5,4,2,0,10
9ZZ9AA0Z,0,0,0,1,3,683,1,381,9.825984251968503,1,3,2,5,4,3,1,10
ZA0AZ0A9,1,0,1,1,3,176,1,130,7.986999999999999,1,3,1,4,3,1,0,9
9ZAZA009,0,1,0,2,3,349,0,157,8.89312101910828,1,4,3,4,3,5,1,10
099A0ZZ9,1,0,1,2,3,361,0,316,4.4248734177215185,1,5,4,4,4,2,0,10
09AAAZA9,0,1,0,2,2,199,1,106,8.149433962264151,1,5,3,4,4,1,0,9
9ZZ990AA,0,0,1,2,2,779,1,513,7.232027290448343,1,4,2,5,4,2,1,9
AZZ9ZAA0,1,1,0,1,3,132,1,28,12.21107142857143,1,5,4,3,2,2,0,8
AZ9ZZ009,0,0,0,1,3,670,1,550,9.604,1,5,2,4,3,4,1,6
AZ9AZZ09,0,0,0,1,5,314,0,279,4.371756272401433,1,5,2,2,4,5,0,8
ZZ00990Z,0,1,1,3,2,367,1,231,7.006363636363637,1,5,2,4,2,2,0,9
9AA0900Z,1,0,0,1,3,201,0,172,6.730813953488372,1,5,1,5,5,4,0,10
099ZAA0Z,0,0,1,1,3,543,0,458,2.4456768558951962,1,4,1,3,4,2,0,8
0AA090A9,0,0,0,2,2,381,1,128,10.009921875,1,2,2,4,2,3,0,7
9099A09A,0,1,1,2,3,624,0,271,5.181180811808118,1,4,2,3,3,4,0,7
9ZA0AA0A,1,1,0,1,2,723,1,549,15.430619307832423,1,4,1,4,2,2,1,10
AZ900AA0,1,0,0,1,2,344,0,28,6.8025,1,3,3,1,3,1,1,8
9Z90ZAZZ,1,0,0,1,2,403,1,303,10.03092409240924,1,3,1,5,3,3,1,10
Z0ZAZAAA,0,0,0,1,3,611,1,272,7.3238602941176465,1,5,4,5,4,1,0,9
ZA000Z00,1,0,0,1,4,313,0,120,7.75,1,5,2,4,3,1,0,6
9Z999Z9A,0,1,1,2,3,752,0,674,2.7027893175074187,0,3,3,4,4,1,1,8
A9009AA0,0,0,0,1,3,113,0,110,4.983181818181818,1,4,3,4,3,1,0,10
9ZAA9AAZ,0,0,0,2,3,313,1,85,10.125647058823528,1,3,2,4,4,2,1,9
ZAZZ9909,1,0,0,1,4,165,0,118,5.410169491525424,0,5,2,3,5,4,1,8
9AZA09ZZ,0,0,0,2,4,455,0,154,5.253636363636363,1,4,2,4,3,1,1,8
9ZA990AZ,0,0,1,1,2,229,1,91,5.058241758241758,1,1,3,2,3,2,1,10
ZA099900,1,0,0,1,3,207,1,187,10.878395721925134,1,3,2,4,5,2,0,6
90ZAAZAA,0,0,0,2,3,602,1,397,6.482040302267002,1,5,1,3,4,2,0,8
909A0909,0,1,1,1,3,569,1,188,10.781489361702128,1,2,2,4,5,2,0,9
0A990099,0,0,1,1,4,246,1,35,6.400285714285714,1,5,2,3,3,3,1,9
ZZAZ9Z90,1,1,1,1,2,773,1,592,9.498547297297298,1,4,3,1,4,1,0,6
A90090Z0,0,1,1,1,2,419,1,71,7.616478873239436,1,4,1,5,3,3,1,9
A90Z9A9A,1,0,0,1,4,496,1,391,9.403069053708439,1,5,1,4,3,2,0,9
999ZZ099,1,0,0,1,3,600,1,415,7.500867469879519,1,5,3,4,4,1,1,9
A0Z9ZZ0Z,0,0,1,1,3,482,1,217,6.899585253456221,1,5,5,4,2,4,0,7
ZZZ0Z0A9,1,1,1,3,3,406,1,262,9.904618320610687,1,5,4,3,5,2,0,8
Z999ZAA0,0,0,0,2,3,727,1,706,7.046685552407932,1,4,1,3,2,2,1,9
9ZAA0ZZ9,1,0,0,3,4,364,1,143,13.535594405594406,1,4,1,3,4,2,0,10
09Z09ZZZ,0,0,0,1,4,295,0,222,3.3194144144144144,1,3,2,2,5,2,0,9
Z9Z9AZ0A,1,1,1,2,3,680,0,74,9.032702702702702,1,4,2,5,4,1,0,6
Z9ZAZ90A,1,0,0,2,3,524,0,130,6.280538461538462,1,2,3,4,2,3,1,8
AAAA0ZZ0,1,0,0,2,2,643,1,422,10.862298578199052,1,2,2,4,3,1,1,7
A99A9Z90,0,0,0,2,3,314,1,64,8.94109375,1,5,3,3,4,3,1,10
ZZAAAZ9Z,0,0,0,1,4,691,0,40,3.8725,1,5,4,5,5,1,0,6
ZA9A9ZAZ,1,0,0,1,3,138,0,128,7.996796875,1,3,3,4,4,2,0,7
999AZ9Z0,0,0,1,1,3,343,1,68,3.9879411764705885,1,3,2,5,4,3,1,9
90AAAAZ9,1,1,0,1,4,655,1,55,13.25090909090909,1,3,1,3,1,2,0,10
9Z00AZA0,0,0,0,1,3,692,1,438,7.288972602739727,1,5,3,5,3,3,1,9
ZZZAZ99Z,0,1,0,1,3,479,1,418,13.631866028708133,1,5,1,5,3,1,1,8
0099ZA0A,1,1,0,1,1,152,1,145,14.317379310344828,1,1,3,3,4,1,0,10
99A9AAZ9,1,0,0,2,2,525,0,77,6.434545454545455,1,5,3,3,3,2,1,10
909AAAAA,1,0,0,1,3,583,1,268,9.528432835820896,1,5,3,2,4,1,1,8
099Z0090,1,0,0,2,4,721,1,498,12.4535140562249,1,5,4,5,4,2,0,10
ZZ9000Z0,0,1,1,1,2,765,1,511,10.208454011741685,1,5,1,3,2,1,0,10
ZA09A09A,0,1,0,1,3,753,1,329,12.976018237082066,1,5,3,5,5,1,0,10
AAAAZ0AZ,0,0,0,3,2,488,1,3,10.486666666666666,1,2,4,5,3,1,1,10
90A0A999,1,0,0,2,4,237,1,184,11.736467391304348,0,5,1,2,4,2,0,8
000A0A0A,0,0,0,2,4,728,0,232,3.967241379310345,0,3,1,3,3,1,0,8
0A0A090Z,0,0,0,2,3,415,1,231,7.49952380952381,1,4,2,5,3,2,0,5
ZZ9ZZ0A0,0,0,0,1,3,683,1,167,9.332874251497005,1,4,1,5,4,1,1,10
ZZ009AAA,0,0,1,1,3,283,0,261,5.900766283524904,1,2,2,5,4,1,0,10
90A9A909,1,1,0,1,3,510,1,488,9.691967213114754,1,5,3,3,2,1,1,8
ZZ99Z9ZZ,0,1,1,2,4,307,0,94,6.907340425531914,1,3,2,5,1,2,1,8
999Z9ZZZ,0,0,0,1,4,565,0,240,5.781333333333333,1,5,3,4,3,1,0,8
00AZ0009,0,0,0,1,2,392,1,114,8.192105263157895,1,5,5,5,4,2,1,7
Z00ZAZZ9,1,1,0,2,2,601,1,141,12.99581560283688,1,3,1,4,4,2,0,6
AZA90Z9Z,1,1,0,2,4,655,0,246,10.423861788617886,1,5,1,3,4,2,1,8
9Z0Z90AZ,1,0,1,1,3,230,0,45,4.382,1,5,4,2,4,2,1,8
Z0A9A999,1,0,0,1,3,150,0,122,8.274016393442622,1,1,3,3,3,2,1,8
Z0AA0A90,1,0,0,2,3,607,1,102,12.063137254901962,1,5,4,3,4,4,0,10
090ZAZZZ,0,0,0,1,3,181,1,136,8.326911764705883,1,2,4,3,3,2,0,7
Z9990A99,0,0,0,2,2,739,1,341,9.419208211143694,1,5,4,2,4,4,1,6
ZZA909Z9,1,0,0,2,3,409,0,403,6.293746898263027,1,4,2,4,2,1,1,9
9AZ9Z0A9,0,0,0,1,3,127,1,110,9.85690909090909,1,3,4,4,4,4,0,9
00Z900ZA,0,0,0,2,4,244,1,22,6.150454545454545,1,3,2,4,1,3,1,7
AAA9999A,0,1,1,1,3,505,0,287,4.852717770034843,1,5,3,3,4,2,1,10
ZZAZZ0Z0,1,0,1,1,3,538,1,60,8.805666666666667,1,4,4,4,2,2,0,7
9AAAZ0A0,0,0,1,2,4,564,0,421,3.122874109263658,1,3,3,4,4,1,1,6
Z0AA000A,1,0,0,2,4,761,1,435,10.997793103448275,1,3,3,3,4,2,1,9
9990AA90,1,1,1,2,4,169,0,79,7.713417721518987,1,3,3,1,4,1,0,7
09ZZ9AA0,1,0,0,3,2,276,1,220,10.42218181818182,1,5,4,5,4,3,1,8
0ZZA09ZA,1,0,0,2,3,229,1,130,11.683307692307691,1,3,1,2,3,3,1,7
A0ZZ99Z9,0,1,0,1,1,143,1,99,11.997777777777777,1,3,2,5,5,1,0,9
A90Z9ZA0,0,1,0,2,4,707,1,707,10.524950495049506,1,4,4,3,3,3,1,8
0A99AAA9,1,1,0,1,4,365,0,143,10.601678321678321,1,4,3,1,4,1,0,9
0AZ0Z99A,1,1,0,1,3,577,0,407,8.917886977886978,1,5,3,5,4,4,0,8
9A9000AA,1,0,0,1,4,765,1,572,11.19923076923077,1,1,4,3,3,1,0,8
990ZA00Z,1,0,1,1,4,327,1,78,8.734871794871795,1,5,3,3,3,3,1,9
AAZ90AAZ,1,1,0,3,2,239,0,60,10.358666666666666,1,3,3,3,3,2,0,7
900ZZ0A0,0,0,1,1,3,631,0,66,4.73590909090909,1,5,2,5,3,3,1,8
AA0AZZ9A,0,0,0,1,2,201,1,116,9.617241379310345,1,5,3,3,4,3,0,7
Z09ZA9A9,1,0,0,1,3,454,1,383,10.724490861618797,1,5,2,4,3,2,0,8
0999A90Z,0,1,0,3,3,227,1,146,8.551164383561645,1,5,2,3,4,2,0,9
Z99A099Z,1,0,0,2,4,496,1,72,8.425138888888888,1,5,4,3,4,3,0,8
00ZAZ00Z,0,1,0,1,3,720,0,60,7.441,1,3,3,4,4,3,0,10
ZZ9AA00A,0,0,0,1,4,575,0,220,3.1980454545454546,1,3,5,5,3,3,0,7
Z0A9A09Z,1,0,0,1,3,211,1,193,8.241295336787564,1,3,3,4,5,3,1,9
ZZZZA9A9,1,0,0,1,4,175,0,22,7.164545454545455,1,5,2,4,3,2,1,9
909AAAZ0,0,1,1,1,4,482,1,45,9.952444444444446,1,5,4,4,4,3,0,10
AZ90990A,0,1,0,1,3,622,0,292,7.674897260273974,1,4,2,4,3,3,1,10
Z09ZZAZ9,0,0,0,1,3,576,1,560,8.801035714285714,1,4,2,4,2,1,1,7
Z9ZZA0A9,0,0,0,2,3,117,0,65,4.277384615384615,0,2,3,3,4,2,0,7
ZA0AA00Z,0,1,0,4,3,202,1,40,11.071,1,4,4,4,4,4,0,9
09A0Z09A,0,1,0,1,3,459,0,62,6.998548387096775,1,5,5,4,2,4,0,7
0AZ0AZ0Z,0,0,0,1,2,190,1,80,7.630625,1,2,4,5,2,2,0,8
A9AZ0ZZZ,1,0,0,1,1,641,1,5,10.696,1,5,4,2,4,5,1,7
0A0ZZZ9A,1,0,1,1,3,193,0,28,6.652857142857143,1,4,1,5,3,3,1,10
Z99909ZA,0,0,0,1,3,300,1,191,9.2917277486911,1,5,4,3,3,2,0,9
AAZA0ZZ9,0,0,1,2,3,515,1,310,6.108129032258065,1,2,2,3,3,2,1,9
ZZ90Z00A,0,0,0,1,4,240,1,165,10.860909090909091,1,3,3,4,2,1,0,6
Z90AZ0ZZ,1,0,0,2,3,449,1,414,8.73659420289855,1,5,4,5,5,2,1,9
990ZA00A,0,0,0,1,4,711,1,509,7.075834970530452,1,4,3,4,5,1,1,7
909A0990,0,1,0,2,4,458,1,282,7.372340425531915,1,5,2,3,4,4,0,10
90A0ZZZ9,1,0,1,3,2,672,1,125,11.735280000000001,1,4,1,3,2,2,0,10
ZZ9AZZA9,0,0,1,1,3,277,1,114,8.487631578947369,1,3,2,3,5,1,1,8
A90AA9Z0,0,1,1,2,2,165,1,59,11.65406779661017,1,5,2,2,3,3,1,10
ZA99A9Z0,0,0,0,1,3,329,1,279,6.471039426523298,1,5,2,5,3,5,0,8
99A99Z0A,1,0,0,2,3,662,1,474,10.837130801687763,1,2,1,4,4,3,0,10
9A999AAZ,1,0,1,1,4,332,1,192,8.174947916666666,1,5,1,3,2,1,0,8
A9Z999A9,1,0,0,1,4,204,0,181,9.064585635359116,1,5,1,4,2,1,1,8
A9099Z9A,1,0,0,1,2,615,1,582,12.940292096219931,0,5,2,4,2,3,0,7
9ZA0A0A9,0,0,1,1,3,279,1,101,6.53930693069307,1,5,1,2,2,4,0,9
99Z0AZA0,0,0,0,2,3,336,0,246,3.224878048780488,1,5,5,5,4,2,0,9
9099Z9Z0,0,0,0,2,3,300,1,226,7.148938053097345,1,3,2,3,5,3,0,10
9ZZ0ZZ99,0,1,0,1,3,684,0,300,7.267133333333333,1,3,2,5,4,1,1,5
9AZ9Z990,1,0,1,1,3,716,1,2,9.005,1,3,2,3,5,1,0,7
999AA00Z,0,1,0,5,2,639,1,282,10.800992907801419,1,4,1,3,3,3,0,10
Z9A9Z0ZA,1,0,1,2,3,725,1,315,10.769936507936508,1,5,3,3,3,3,0,8
A0A9ZA0Z,1,0,0,1,3,287,1,100,12.785499999999999,1,5,3,3,4,3,1,10
A0AA0AZ9,0,0,0,1,4,376,0,40,5.97025,1,4,1,3,4,3,0,7
0AZZAA9Z,0,0,1,2,4,697,1,453,7.625761589403973,1,5,1,3,3,2,1,8
000ZZZ09,0,0,1,2,2,603,1,379,7.609076517150396,1,3,1,4,3,1,0,9
0ZA0099A,1,0,0,2,4,657,0,378,6.88026455026455,1,4,3,5,2,1,1,10
Z00A990A,0,0,0,3,3,563,0,194,6.076958762886599,1,4,2,4,5,3,0,9
ZAA09090,1,1,0,1,3,117,1,112,11.363482142857142,1,3,2,4,4,1,1,8
Z0A900Z9,0,0,0,2,2,451,0,100,3.0943,1,5,4,5,3,3,1,10
A9AAZAZZ,1,0,1,1,2,255,0,251,5.529800796812749,1,5,2,3,3,1,1,9
A9Z9ZAZ0,1,0,0,1,2,256,1,256,11.3125390625,1,5,1,3,3,1,0,10
9AZZ9Z90,1,0,0,1,4,287,1,282,8.139929078014184,1,4,2,3,4,1,1,9
AAZA09A9,0,0,0,1,3,120,0,13,4.7553846153846155,1,5,2,3,4,1,0,10
99AZ999Z,0,0,0,1,4,369,0,161,4.932111801242236,1,5,2,5,3,1,0,7
99AZZ090,0,0,1,1,3,588,0,360,5.919083333333333,1,4,2,3,4,1,0,10
990A099A,0,0,0,2,2,758,0,378,4.46047619047619,1,4,1,3,2,1,0,9
0A90ZAZA,0,0,0,3,4,385,0,358,4.005921787709497,0,3,1,3,2,4,0,10
AZ09Z99A,1,1,0,1,4,696,1,281,13.303096085409253,1,3,4,3,3,3,1,10
ZZZ999ZA,1,1,0,2,2,775,1,405,15.471432098765433,1,2,4,4,3,1,0,7
Z0Z9A90Z,0,0,0,1,4,496,0,99,5.650202020202021,1,4,2,5,3,1,0,9
9ZA900Z0,1,0,1,1,3,301,1,61,8.520983606557376,1,5,3,4,5,3,1,9
Z9Z0A0ZA,0,0,0,1,4,646,1,185,6.106432432432433,1,5,1,3,2,5,1,8
AA9Z990A,0,1,0,1,4,437,0,347,5.747492795389049,1,4,2,5,3,1,0,7
AAZ9AZ90,1,1,0,1,2,143,1,34,12.442058823529411,1,4,2,4,3,3,1,9
Z09ZZA0A,0,0,0,2,3,547,1,364,7.895769230769231,1,3,3,4,3,2,1,8
Z0ZZA0A0,1,0,1,2,3,635,1,543,8.136519337016574,1,3,3,1,3,3,0,9
000909AZ,0,1,0,2,4,406,0,172,5.971162790697674,1,4,4,5,3,3,0,9
00Z00ZZ0,0,1,0,1,2,220,0,49,6.011020408163266,1,5,4,3,2,2,0,9
AZZ09Z0A,1,1,1,1,3,100,0,60,7.345666666666667,1,5,3,4,3,2,0,7
9900A9AA,0,0,0,3,2,581,1,568,8.552922535211268,1,5,2,2,4,1,1,8
AAA000Z9,0,0,0,2,4,649,1,314,6.827898089171975,1,4,2,4,2,1,0,6
90Z0ZZAA,1,0,0,1,3,546,1,77,9.098441558441559,1,3,3,3,5,1,0,10
Z999Z000,0,1,1,1,3,389,1,365,10.661698630136986,1,4,1,4,4,1,1,10
A0ZZZ0Z0,0,1,0,1,4,629,0,251,6.17390438247012,1,5,3,5,3,4,1,9
0AA9AZ99,0,1,0,2,1,719,0,253,6.520197628458497,1,4,2,2,4,3,0,8
9A99000Z,0,0,1,2,2,187,1,39,6.488205128205128,1,2,1,4,3,4,0,8
9A9Z9ZA9,0,1,0,1,3,100,0,18,7.481111111111111,1,5,3,5,5,1,1,10
099Z99Z0,1,0,1,1,4,510,0,362,7.373508287292818,1,4,4,3,4,2,1,6
9A9090ZA,0,0,0,2,3,240,1,199,6.120150753768844,1,5,5,4,3,1,1,10
000ZZZA9,1,0,1,2,3,379,1,16,10.76625,1,2,1,5,4,1,1,10
0A9A9AZZ,0,0,0,1,3,448,0,388,8.359716494845362,1,5,4,4,4,4,0,10
AAA000ZZ,0,1,0,1,3,239,0,127,7.541102362204724,1,3,2,4,5,1,1,8
0A99ZZ9A,0,1,0,1,3,588,1,170,14.510352941176471,1,3,1,4,4,1,1,10
AZ990A0Z,1,1,0,1,4,125,1,79,13.673037974683545,1,5,4,3,2,2,1,10
AA009AZ9,1,0,0,1,1,747,1,429,11.69892773892774,1,4,2,4,4,3,0,10
99AAAZZA,0,0,0,1,3,574,0,65,2.925846153846154,1,4,4,3,3,2,1,8
AA9Z90A0,1,0,0,1,2,673,1,569,13.08555360281195,1,3,2,2,3,4,0,7
AAA9AZAZ,1,1,0,1,3,201,1,146,14.068219178082192,1,5,1,5,3,2,1,8
ZZZZAAZZ,0,1,0,1,2,258,1,104,11.05201923076923,1,3,3,5,4,3,0,8
AZA90Z00,1,1,0,2,4,343,0,163,8.426503067484662,1,5,2,5,3,4,0,9
00Z90A9Z,0,0,0,1,3,401,0,339,5.200058997050148,1,3,1,4,4,3,1,7
0ZA00AZ0,0,0,0,1,2,353,1,52,6.456730769230769,1,5,1,5,2,2,0,8
Z9A9ZZ0A,1,0,0,2,3,277,1,265,10.47456603773585,1,3,3,5,3,2,0,9
9Z0AA0A0,0,1,0,1,3,172,0,25,6.3176,1,4,1,4,4,1,0,7
9ZZZZZZA,0,1,0,1,2,129,0,52,7.629423076923077,1,4,3,5,4,3,1,6
90A099Z0,0,0,0,2,3,540,0,294,5.589455782312925,1,3,3,3,3,2,0,10
9Z9AZA0A,1,1,0,2,3,558,1,37,12.489459459459459,1,3,3,4,3,1,1,10
9090Z9ZZ,1,0,0,2,4,777,1,287,10.308327526132404,1,4,2,5,5,3,0,7
00ZZAAZ0,1,0,0,2,3,189,1,126,11.433333333333332,1,5,2,4,1,2,1,10
Z9090ZZ9,0,0,0,3,2,429,0,32,5.4021875,0,5,2,4,3,1,0,7
9A0AZZA9,1,0,0,1,3,600,0,159,5.990880503144654,1,5,1,5,4,2,0,8
000AA0Z9,0,0,0,2,3,194,1,93,6.941935483870968,1,4,5,2,4,3,1,10
0A9A9Z9A,0,0,1,2,2,423,0,315,5.096603174603175,0,5,3,1,2,1,0,8
9AZ9AA99,0,0,0,1,2,514,0,367,4.869209809264305,1,5,4,5,4,3,1,7
090090ZZ,0,1,1,1,4,188,0,5,6.294,1,4,4,5,3,2,0,7
990ZA990,0,0,0,2,3,608,0,306,4.5190849673202615,1,3,2,3,5,3,1,10
9AZ900Z0,0,1,0,2,4,539,1,100,12.1976,1,4,1,4,3,1,1,8
00AA0A9Z,1,0,0,1,3,244,1,75,7.894533333333333,1,4,4,4,3,3,0,9
ZAZ9Z00Z,0,1,0,1,3,235,0,163,6.352085889570553,1,5,2,4,3,2,1,9
Z00AZ09Z,1,0,1,1,2,322,0,116,5.333189655172413,1,3,3,4,5,2,1,9
Z0ZAZ990,1,1,1,3,3,701,1,652,11.958650306748467,1,2,1,4,4,2,0,10
09AAZ000,1,1,0,3,3,568,0,312,9.449807692307692,1,5,5,4,3,1,0,5
AAZA0A90,1,0,0,2,3,301,1,148,10.789594594594593,1,4,3,2,2,3,0,9
0ZAZA990,0,0,0,3,4,519,1,225,7.510266666666666,1,5,3,4,3,3,1,8
A0ZAA0A0,0,1,1,2,3,706,0,643,4.315303265940901,1,4,3,5,5,1,0,7
Z9090A0Z,0,1,0,2,3,280,1,78,9.862948717948717,1,2,5,3,3,4,0,9
Z0ZZZZ0A,0,0,0,1,3,128,0,62,4.880322580645161,1,5,1,4,2,3,1,9
0AA99AAA,0,0,0,1,2,106,0,51,6.061960784313726,1,4,1,4,4,2,0,9
0AZ90A00,0,0,0,1,4,426,1,105,8.055619047619048,1,5,2,4,5,2,0,7
Z9000Z90,1,0,0,1,2,612,0,198,6.172727272727273,1,5,3,4,4,3,1,8
ZAZZAA9Z,1,0,0,1,4,151,1,14,9.422857142857142,1,4,4,1,3,3,1,7
ZAZ09Z9Z,0,1,0,2,2,132,0,42,9.200238095238095,1,4,2,4,2,1,1,9
900990ZA,0,0,1,1,3,415,1,135,4.997111111111111,1,3,2,5,3,2,1,8
AAA9A999,1,0,0,1,2,753,1,127,10.31220472440945,1,5,3,3,4,2,0,8
ZA9ZZA90,0,0,1,1,2,349,0,207,2.046376811594203,1,3,2,3,4,2,0,9
0AAZZZ9A,0,0,0,1,3,535,1,384,6.959296875,1,3,4,4,3,1,0,10
0A0Z0A0Z,0,0,1,2,3,253,1,23,6.706521739130435,1,5,3,4,3,4,1,10
0A0A9AZ0,0,1,0,1,3,734,1,385,10.967610389610389,1,5,3,2,4,1,0,8
A909ZZ9Z,1,1,0,1,3,532,0,235,11.245531914893617,1,3,5,3,4,1,1,9
ZZA99Z00,0,0,1,2,4,475,0,145,0.6160689655172413,1,4,3,3,4,3,1,7
9Z0Z90A9,0,1,0,1,3,687,1,185,9.641675675675677,1,5,3,4,3,3,1,8
0Z9ZAAAA,1,1,1,3,3,509,0,105,9.149333333333333,1,5,4,5,3,3,1,7
09AAZZAA,1,1,0,3,2,558,1,43,14.196046511627905,1,3,2,5,4,1,0,7
AAA909Z9,0,1,1,3,3,401,0,79,5.478101265822785,1,4,2,4,5,1,1,8
999Z00Z9,0,0,0,1,3,747,1,622,8.946012861736335,1,5,1,4,3,1,0,9
900AA90A,0,0,1,3,2,315,0,314,2.442356687898089,1,3,3,4,5,2,0,7
900ZZZA9,1,1,0,1,3,314,1,193,15.11217616580311,1,5,2,5,4,1,1,9
0A9A0ZZZ,1,1,0,3,3,673,1,133,12.750751879699248,1,3,2,5,4,1,1,9
9Z0ZZZZ0,1,1,1,1,3,784,1,197,10.539593908629442,0,4,3,4,4,1,0,4
Z09AAZ0Z,0,1,0,3,4,467,0,19,8.03,1,1,5,4,4,2,0,7
90ZAZAZ0,0,1,0,1,4,245,1,46,11.590434782608694,1,3,2,3,4,2,1,9
9ZA909AA,0,0,0,1,3,672,0,236,3.087627118644068,1,5,3,5,4,1,1,10
0AZ9ZZ0Z,0,0,0,2,3,773,1,581,9.15788296041308,1,4,2,3,3,3,0,9
ZAA0Z9ZA,0,1,0,1,3,646,1,177,10.407175141242938,1,5,4,4,4,3,1,5
09ZZ9009,1,0,0,1,4,348,0,164,7.648841463414635,1,3,2,4,3,3,1,8
9A99ZZZZ,0,0,1,1,4,507,0,155,2.7481290322580643,1,4,3,3,3,2,1,10
99909AA0,0,0,0,1,3,715,0,502,5.023207171314741,1,4,2,5,3,3,0,10
0ZZ00009,0,0,0,4,4,686,1,475,7.8275578947368425,1,4,5,2,2,1,0,10
0Z9ZAZZ0,1,0,0,1,3,556,1,537,9.81608938547486,1,5,2,3,3,2,1,8
99Z99ZZA,0,0,0,1,3,386,1,128,7.367421875,1,5,4,3,4,3,0,4
AA99AAZ0,0,0,0,1,4,695,1,403,9.179156327543424,1,5,3,4,4,1,0,9
Z0A00ZA9,0,0,1,3,1,220,1,18,5.196111111111112,1,5,2,3,5,4,1,9
AZ0Z9ZA9,1,0,0,1,2,188,1,62,11.398387096774194,1,5,1,1,5,2,0,9
09AAZ00A,0,1,0,2,3,458,1,307,10.777035830618892,1,5,1,3,3,2,1,7
090A999A,1,1,0,1,2,392,1,224,16.501116071428573,1,3,3,3,3,1,1,8
ZZ9ZAAAA,0,0,1,1,3,584,1,256,8.3105859375,1,4,2,5,2,3,0,6
Z0009099,0,0,0,1,3,249,1,209,5.232488038277512,1,5,3,1,4,1,0,8
9AAA09ZZ,1,0,0,2,3,621,0,489,7.65879345603272,1,5,1,5,3,3,0,10
9Z00Z000,0,0,0,1,4,606,1,594,5.702424242424242,1,5,3,5,2,1,0,9
Z999909Z,0,0,0,1,3,268,1,266,9.451315789473686,1,5,3,3,4,4,0,10
ZAZ9ZZ9A,1,1,1,1,2,488,0,295,9.124,1,4,3,3,3,1,1,10
0AAA0090,0,0,0,1,3,783,0,238,3.3849159663865547,1,4,2,2,4,3,0,6
0ZZ0A00Z,0,0,0,2,3,463,1,418,8.299521531100478,1,4,1,4,4,2,0,8
ZAAZ9Z00,1,1,0,2,3,624,1,561,15.208270944741534,1,5,2,4,2,2,0,8
